grammar_point;meaning;level;lesson_number;lesson_title;bunpro_url;structure;part_of_speech;word_type;register;about;cautions;example_jp_1;example_en_1;synonyms;antonyms;related;meaning_hint;jp_hint
が見（み）られる;Can see, Can be seen, Can observe, Can be observed, Be evident, Chance to see something;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%BF%E3%82%89%E3%82%8C%E3%82%8B;Noun + が(1) + 見（み）られる |  | (1)も | Noun + が(1) + 見（み）られます |  | (1)も;;;Standard;Unlike 見（み）える 'to be visible', which focuses on whether something can be seen or not, 見（み）られる (the potential form of 見（み）る) focuses on the viewer's physical ability to see something. Due to this が見（み）られる is used to highlight things that require some form of 'effort' to see, like 'changes', 'trends', etc.;;この部屋（へや）からは富士山（ふじさん）が見（み）られる。;Mount Fuji can be seen from this room. (If you look closely, and it is a clear day);;;見える;;
に気（き）が付（つ）く;To notice (that), To realize (that);N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8D%E3%81%8C%E3%81%A4%E3%81%8F;Verb + こと(1) + に気（き）がつく | Noun + に気（き）がつく |  | (1) の | Verb + こと(1) + に気（き）がつきます | Noun + に気（き）がつきます |  | (1) の;;;Standard;に気（き）が付（つ）く is a common expression that highlights when someone 'notices that (A)', or 'realizes that (A)'. 付（つ）く 'to be attached' is the intransitive form of 付（つ）ける 'to attach', meaning that it is something that happens by itself. The case marking particle に marks the 'location' to where your 気（き） (sometimes interpreted as 'attention') becomes attached.;;彼（かれ）は私（わたし）の気持（きも）ちに気（き）がついたのだろうか。;I wonder if he noticed my feelings.;;;;;
でも〜でも;Whether ~ or, Neither ~ or;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%A7%E3%82%82-%E3%81%A7%E3%82%82;［い］Adjective［て］ + も + ［い］Adjective［て］ + も | ［な］Adjective + でも + ［な］Adjective + でも | Noun (A) + でも + Noun (B) + でも |  |  | ［い］Adjective［て］ + も + ［い］Adjective［て］ + も + Phrase［ない］ | ［な］Adjective + でも + ［な］Adjective + でも + Phrase［ない］ | Noun (A) + でも + Noun (B) + でも + Phrase［ない］;;;Standard;When the adverbial particle でも is used more than once in a sequence, it is an extension of one of its regular meanings, analogical reasoning. However, several 'analogies' are being presented.;;これでも、それでも、何（なん）でもいいです！;Whether this, or that, whatever (is fine)!;;;にしても～にしても | かどうか | ～ても～なくても | にしろ～にしろ;;
それに;And, Besides, Moreover, In addition;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AB;それに + (Additional Information) Phrase;;;Standard;The conjunction それに is regularly considered to be one word in Japanese, but is more correctly just a combination of the pronoun それ, and the case marking particle に.;;それに彼（かれ）は家事（かじ）もしないんでしょう？;In addition, he doesn't do house chores either, right?;なお②;;その上 | おまけに | しかも | また;;
それで;Because of that, So?, And then?, Therefore, With that;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%A7;Phrase (A)。 それで + Phrase (B);;;Standard;Like それに, それで is another conjunction that is regularly considered to be one word in Japanese, but is more correctly just a combination of the pronoun それ, and the case marking particle で.;You may also see それでは. で in this case is the conjunctive form of だ (the auxiliary verb). Due to this, the meaning is closer to 'well then', 'in that case', or 'if so'. This では is also frequently shortened to じゃ.;「其（そ）れでプロジェクトどうなったのですか？」「期限（きげん）通（どお）りに終（お）わりました。」;'And then, what happened to the project?' | 'We finished it on time.';;;そのため(に);;
(Question-Phrase) + か;Including questions within sentences;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/question-phrase-%E3%81%8B;Question Word + か + わかる(1) |  | (1) 覚（おぼ）える、決（き）める、知（し）っている and so on;;;Standard;Often, the adverbial particle か is used in the middle of a sentence, in the same way that it is as a sentence ending particle. The main differences are as follows:;Do not attach だ or です to nouns or な-adjectives preceding か | This か should not be preceded by だ (or です), this is why words like どこか and 誰（だれ）か are not どこだか and 誰（だれ）だか.;僕（ぼく）がどこにいるかわかる？;Do you know where I am? | (question within a larger sentence);;;かどうか | 誰か・どこか・誰も・どこも | か | なにか・なにも;;
それでも;But still, And yet, Even so, Nevertheless;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%A7%E3%82%82;Phrase (A) + それでも + Phrase (B);;;Standard;それでも is a combination of the pronoun それ, and the adverbial particle でも. It is often translated simply as 'even so', or 'nevertheless'. Literally, it is a bit closer to 'even with that'.;;このコーヒーは甘（あま）いですが、それでも砂糖（さとう）を加（くわ）えます。;This coffee is sweet but nevertheless, I will add sugar.;;;だが・ですが | のに  | それにしても | だって | ところが | くせに | しかしながら | それなのに;;
たらどう;Why don't you...?, What if you did...?;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%89%E3%81%A9%E3%81%86;Verb［たら］+ どう + だ？ | Verb［たら］+ どう + （か）？ | Verb［たら］ ？ | Verb［たら］+ どう + です + か。;;;Standard;When the conjunction particle たら is used before the adverb どう, it primarily presents a situation, then asks a question about it potentially happening. This construction can be translated as 'why don't you (A)?', or 'what if you did (A)?'. Realistically, it just means 'when (A), how about that?'. It is often used for giving advice.;It can be further contracted to たら by itself in very casual conversations. | Despite being used for giving advice, たらどう may be interpreted as criticism. Due to this, care will need to be taken with your tone of voice.;公園（こうえん）に遊（あそ）びに行（い）ったらどうですか。;Why don't you go to play in the park?;;;ませんか | たらいい・といい | たら | 命令形 | たほうがいい;;
と考（かんが）えられている;Is considered, Is thought of as;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8B%E3%82%93%E3%81%8C%E3%81%88%E3%82%89%E3%82%8C%E3%81%A6%E3%81%84%E3%82%8B;Phrase + と考（かんが）えられている | Phrase + と思（おも）われている | Phrase + と | Phrase + と思（おも）われています;;;Standard;In its citation usage, the case marking particleと is often used with verbs in the passive form. Two of these regularly occurring verbs are 考（かんが）えられている 'to be considered', and 思（おも）われている 'to be thought'.;;イルカはとても賢（かしこ）いと考（かんが）えられている。;Dolphins are considered to be very intelligent.;とされている | と考えられる;考えられない;といわれている | ～は～となっている;;
とされている;To be considered, To be deemed, Be regarded as, Be accepted as, To be said, To be accredited with;N4;10;Seems Like, Could Be - Advanced;https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%95%E3%82%8C%E3%81%A6%E3%81%84%E3%82%8B;Verb + とされている | ［い］Adjective + とされている | ［な］Adjective + （だ） + とされている | Noun + （だ） + とされている | Verb + とされています | ［い］Adjective + とされています | ［な］Adjective + （だ） + とされています | Noun + （だ） + とされています;;;Standard;とされている is an expression that is commonly translated as 'to be considered as (A)', or 'to be regarded as (A)'. Conceptually, it is similar to にする, which means 'to decide on (A)'. However, due to する being in the passive form in this construction, it is closer to 'to be decided on', and expresses the general opinions/thoughts of large groups of people.;The main difference between と as a case marking particle and と as a conjunction particle is that the case-marking particle will always link a single word/phrase to one specific word/result. The conjunction particle on the other hand, will often be followed by a 読点（とうてん） (Japanese comma), as it is separating two distinct thoughts within the sentence, rather than just a simple 'result'.;論文（ろんぶん）：「ＷＰ（ダブリューピー）４０（よんじゅう）は使用（しよう）が多（おお）いとされている。」;Essay/article: 'WP 40 is (generally) considered to have many applications.';とかんがえられている;;～は～となっている | ということだ;;
